batch,episode_start,epsilon,mean,std,min,max,p25,p50,p75
46,23552,0.999534,-4.88726,0.116467,-5.25856,-4.49469,-4.96806,-4.89811,-4.80968
47,24064,0.999524,-4.89648,0.113111,-5.37546,-4.50086,-4.97448,-4.89975,-4.82287
48,24576,0.999513,-4.89155,0.115507,-5.33944,-4.47271,-4.97437,-4.89943,-4.82156
49,25088,0.999503,-4.88885,0.119484,-5.42918,-4.39604,-4.9703,-4.89038,-4.81726
50,25600,0.999493,-4.89353,0.115999,-5.23016,-4.49765,-4.96916,-4.89975,-4.82031
51,26112,0.999483,-4.89696,0.118089,-5.36081,-4.51405,-4.969,-4.90012,-4.82704
52,26624,0.999473,-4.89479,0.123965,-5.36773,-4.48066,-4.97435,-4.89854,-4.81641
53,27136,0.999463,-4.88988,0.112343,-5.25336,-4.58681,-4.95895,-4.8976,-4.81568
54,27648,0.999453,-4.89519,0.12176,-5.3366,-4.3872,-4.96596,-4.90001,-4.82071
55,28160,0.999442,-4.89741,0.119937,-5.19719,-4.33559,-4.98048,-4.90848,-4.81662
56,28672,0.999432,-4.88768,0.120234,-5.33578,-4.41728,-4.96649,-4.89086,-4.8109
57,29184,0.999422,-4.90245,0.117225,-5.26801,-4.58189,-4.98253,-4.89978,-4.82282
58,29696,0.999412,-4.88774,0.117542,-5.18887,-4.51953,-4.97416,-4.89245,-4.81151
59,30208,0.999402,-4.89047,0.11787,-5.23159,-4.44067,-4.96779,-4.90304,-4.81386
60,30720,0.999392,-4.89731,0.111673,-5.21962,-4.54216,-4.96472,-4.90072,-4.82312
61,31232,0.999382,-4.89753,0.115579,-5.33274,-4.54238,-4.97233,-4.90132,-4.82372
62,31744,0.999371,-4.89482,0.112659,-5.25902,-4.54612,-4.97052,-4.90209,-4.81601
63,32256,0.999361,-4.89085,0.119329,-5.26007,-4.47437,-4.97017,-4.89394,-4.81056
64,32768,0.999351,-4.89372,0.120854,-5.36691,-4.37275,-4.96867,-4.90281,-4.83037
65,33280,0.999341,-4.89095,0.11749,-5.3337,-4.48857,-4.96541,-4.89182,-4.81632
66,33792,0.999331,-4.89561,0.114078,-5.22772,-4.51976,-4.97168,-4.89864,-4.82643
67,34304,0.999321,-4.89079,0.121706,-5.2851,-4.33155,-4.97772,-4.89711,-4.81382
68,34816,0.999311,-4.88199,0.114495,-5.17604,-4.50818,-4.96233,-4.88974,-4.80499
69,35328,0.999301,-4.89499,0.111414,-5.18249,-4.42296,-4.96907,-4.9018,-4.82737
70,35840,0.99929,-4.88783,0.114241,-5.21429,-4.42896,-4.96688,-4.89191,-4.81612
71,36352,0.99928,-4.89433,0.114897,-5.32687,-4.57896,-4.97373,-4.90144,-4.82336
72,36864,0.99927,-4.88337,0.119942,-5.31935,-4.49276,-4.95913,-4.89384,-4.80833
73,37376,0.99926,-4.88521,0.119989,-5.26023,-4.42273,-4.96844,-4.89169,-4.8143
74,37888,0.99925,-4.89179,0.115005,-5.26902,-4.46179,-4.96726,-4.89693,-4.82753
75,38400,0.99924,-4.90157,0.122889,-5.35625,-4.53124,-4.98253,-4.90517,-4.8189
76,38912,0.99923,-4.88817,0.118131,-5.24477,-4.40028,-4.96691,-4.898,-4.8191
77,39424,0.999219,-4.89849,0.109943,-5.1504,-4.48054,-4.97066,-4.90619,-4.84021
78,39936,0.999209,-4.88633,0.117501,-5.23136,-4.52532,-4.96151,-4.89029,-4.80755
79,40448,0.999199,-4.89207,0.118683,-5.27207,-4.49474,-4.97076,-4.88836,-4.81515
80,40960,0.999189,-4.88422,0.123425,-5.32662,-4.35281,-4.96553,-4.89297,-4.80884
81,41472,0.999179,-4.8903,0.119363,-5.21429,-4.47488,-4.97409,-4.89313,-4.8158
82,41984,0.999169,-4.88217,0.11561,-5.17776,-4.50085,-4.96895,-4.8776,-4.80697
83,42496,0.999159,-4.89205,0.118234,-5.30952,-4.50841,-4.9691,-4.89759,-4.82115
84,43008,0.999148,-4.89064,0.117281,-5.30051,-4.39261,-4.96147,-4.89648,-4.8182
85,43520,0.999138,-4.88745,0.118615,-5.32845,-4.40275,-4.96503,-4.88782,-4.81809
86,44032,0.999128,-4.88416,0.118229,-5.2559,-4.47406,-4.9592,-4.88808,-4.82118
87,44544,0.999118,-4.89286,0.122805,-5.25214,-4.43752,-4.97566,-4.901,-4.8152
88,45056,0.999108,-4.89522,0.111474,-5.28022,-4.54307,-4.97498,-4.90008,-4.82066
89,45568,0.999098,-4.88412,0.125093,-5.43898,-4.32745,-4.96434,-4.8841,-4.80567
90,46080,0.999088,-4.88672,0.11782,-5.30325,-4.50917,-4.96272,-4.8902,-4.80991
91,46592,0.999077,-4.88921,0.120811,-5.24925,-4.40175,-4.97451,-4.8817,-4.81568
92,47104,0.999067,-4.88312,0.125106,-5.26313,-4.49791,-4.9639,-4.888,-4.80628
93,47616,0.999057,-4.8897,0.125376,-5.50855,-4.47538,-4.96963,-4.90003,-4.81358
94,48128,0.999047,-4.89136,0.113377,-5.24882,-4.44513,-4.96776,-4.89615,-4.8235
95,48640,0.999037,-4.89177,0.117511,-5.41307,-4.50986,-4.96697,-4.89736,-4.82283
96,49152,0.999027,-4.88941,0.120822,-5.41209,-4.52982,-4.96792,-4.89252,-4.81234
97,49664,0.999017,-4.88107,0.120626,-5.29936,-4.43057,-4.96416,-4.8847,-4.80601
98,50176,0.999007,-4.88335,0.113311,-5.26063,-4.50017,-4.95676,-4.88398,-4.80964
99,50688,0.998996,-4.8923,0.110496,-5.33941,-4.47265,-4.96046,-4.8921,-4.82257
100,51200,0.998986,-4.88111,0.118457,-5.24956,-4.50362,-4.95829,-4.88624,-4.81057
101,51712,0.998976,-4.8919,0.116885,-5.30038,-4.50859,-4.96552,-4.89369,-4.81183
102,52224,0.998966,-4.89151,0.103527,-5.22894,-4.51092,-4.96205,-4.89477,-4.83096
103,52736,0.998956,-4.89594,0.114795,-5.28421,-4.62811,-4.96579,-4.88959,-4.82623
104,53248,0.998946,-4.88833,0.113293,-5.47747,-4.4433,-4.96559,-4.88914,-4.81818
105,53760,0.998936,-4.89729,0.117916,-5.40236,-4.55185,-4.97076,-4.90053,-4.8259
106,54272,0.998925,-4.89773,0.113657,-5.20219,-4.50358,-4.97542,-4.89933,-4.83439
107,54784,0.998915,-4.89983,0.118312,-5.28091,-4.48899,-4.97472,-4.90486,-4.83223
108,55296,0.998905,-4.88953,0.115655,-5.26291,-4.39403,-4.96884,-4.90064,-4.81443
109,55808,0.998895,-4.89238,0.122897,-5.22772,-4.49912,-4.97103,-4.89056,-4.81476
110,56320,0.998885,-4.89148,0.116793,-5.34127,-4.52906,-4.9651,-4.88543,-4.81359
111,56832,0.998875,-4.88165,0.113115,-5.33272,-4.47877,-4.95132,-4.88352,-4.80485
112,57344,0.998865,-4.89483,0.1203,-5.37241,-4.53426,-4.97451,-4.901,-4.8196
113,57856,0.998854,-4.8908,0.124304,-5.25831,-4.51276,-4.98251,-4.89253,-4.81021
114,58368,0.998844,-4.89771,0.122046,-5.27534,-4.45689,-4.97919,-4.89783,-4.81705
115,58880,0.998834,-4.89413,0.115629,-5.26806,-4.5359,-4.97052,-4.89588,-4.82112
116,59392,0.998824,-4.89899,0.108004,-5.2149,-4.57446,-4.97852,-4.90395,-4.83112
117,59904,0.998814,-4.88738,0.119652,-5.18742,-4.28941,-4.96663,-4.89616,-4.8216
118,60416,0.998804,-4.89053,0.120587,-5.27534,-4.41099,-4.96563,-4.89402,-4.82275
119,60928,0.998794,-4.89112,0.124098,-5.29466,-4.45651,-4.97436,-4.89896,-4.80893
120,61440,0.998783,-4.8878,0.129064,-5.57122,-4.43354,-4.97326,-4.88822,-4.80855
121,61952,0.998773,-4.88742,0.120402,-5.44396,-4.4812,-4.9645,-4.89369,-4.81978
122,62464,0.998763,-4.89752,0.114662,-5.21117,-4.50826,-4.96961,-4.90606,-4.82547
123,62976,0.998753,-4.88269,0.120545,-5.25519,-4.50733,-4.95969,-4.88469,-4.80405
124,63488,0.998743,-4.89088,0.118402,-5.23391,-4.4972,-4.96981,-4.89658,-4.81942
125,64000,0.998733,-4.89488,0.109454,-5.26313,-4.42575,-4.96851,-4.90279,-4.82375
126,64512,0.998723,-4.89021,0.12056,-5.28306,-4.54388,-4.97008,-4.89445,-4.81011
127,65024,0.998713,-4.89007,0.114173,-5.22561,-4.45466,-4.9607,-4.89527,-4.82204
128,65536,0.998702,-4.88815,0.120116,-5.2265,-4.43266,-4.97012,-4.89444,-4.81152
129,66048,0.998692,-4.89362,0.119986,-5.28258,-4.38855,-4.96892,-4.89795,-4.82568
130,66560,0.998682,-4.89681,0.117961,-5.25092,-4.5255,-4.97133,-4.89997,-4.82442
131,67072,0.998672,-4.88469,0.12395,-5.18498,-4.39273,-4.96439,-4.89696,-4.81124
132,67584,0.998662,-4.881,0.120096,-5.21551,-4.43383,-4.96179,-4.88703,-4.81151
133,68096,0.998652,-4.89513,0.127808,-5.40659,-4.41429,-4.97364,-4.89664,-4.81498
134,68608,0.998642,-4.90004,0.117533,-5.39988,-4.45189,-4.96713,-4.90594,-4.83007
135,69120,0.998631,-4.88351,0.120586,-5.31136,-4.52639,-4.96151,-4.88005,-4.8019
136,69632,0.998621,-4.89478,0.119401,-5.20926,-4.44313,-4.97657,-4.9029,-4.81387
137,70144,0.998611,-4.90149,0.117801,-5.22894,-4.48483,-4.97711,-4.91149,-4.83354
138,70656,0.998601,-4.89957,0.113801,-5.33633,-4.55018,-4.97304,-4.90612,-4.81688
139,71168,0.998591,-4.88332,0.120228,-5.25618,-4.3999,-4.96398,-4.89091,-4.81099
140,71680,0.998581,-4.89404,0.121756,-5.44628,-4.48488,-4.97384,-4.90117,-4.81574
141,72192,0.998571,-4.89129,0.114711,-5.33125,-4.53934,-4.96604,-4.89663,-4.82097
142,72704,0.99856,-4.89223,0.115958,-5.23094,-4.46252,-4.97721,-4.89602,-4.82419
143,73216,0.99855,-4.89669,0.116263,-5.24461,-4.38886,-4.97725,-4.89889,-4.82663
144,73728,0.99854,-4.89645,0.118285,-5.28151,-4.47464,-4.96824,-4.89953,-4.82341
145,74240,0.99853,-4.8886,0.114997,-5.22283,-4.48141,-4.97183,-4.89483,-4.81296
146,74752,0.99852,-4.89581,0.11418,-5.30962,-4.37385,-4.97676,-4.90006,-4.82316
147,75264,0.99851,-4.90061,0.1209,-5.25031,-4.45466,-4.97996,-4.904,-4.82767
148,75776,0.9985,-4.8913,0.117031,-5.28694,-4.43056,-4.96215,-4.89852,-4.8247
149,76288,0.998489,-4.89372,0.112996,-5.25824,-4.50114,-4.96672,-4.90229,-4.82402
150,76800,0.998479,-4.89171,0.111897,-5.19109,-4.4508,-4.96536,-4.89405,-4.82612
151,77312,0.998469,-4.88593,0.128991,-5.23743,-4.3844,-4.96751,-4.89564,-4.80144
152,77824,0.998459,-4.89836,0.111757,-5.23525,-4.46353,-4.97616,-4.89725,-4.82511
153,78336,0.998449,-4.88966,0.119958,-5.29976,-4.49417,-4.96534,-4.89233,-4.81615
154,78848,0.998439,-4.9004,0.11423,-5.23871,-4.49546,-4.97153,-4.90671,-4.83779
155,79360,0.998429,-4.88654,0.122231,-5.35447,-4.50237,-4.96846,-4.8965,-4.80575
156,79872,0.998419,-4.88121,0.12364,-5.2096,-4.46375,-4.96297,-4.89413,-4.80806
157,80384,0.998408,-4.88937,0.120395,-5.27778,-4.53314,-4.97671,-4.90268,-4.80679
158,80896,0.998398,-4.88848,0.118853,-5.17777,-4.44427,-4.97004,-4.89254,-4.81775
159,81408,0.998388,-4.89174,0.116243,-5.38523,-4.39776,-4.9687,-4.89475,-4.81401
160,81920,0.998378,-4.89002,0.122642,-5.23634,-4.4063,-4.96903,-4.8924,-4.81807
161,82432,0.998368,-4.88644,0.112583,-5.25283,-4.41645,-4.96073,-4.89048,-4.81788
162,82944,0.998358,-4.8922,0.114459,-5.22631,-4.41242,-4.96687,-4.8969,-4.82629
163,83456,0.998348,-4.8971,0.115789,-5.33432,-4.38898,-4.9718,-4.89572,-4.82483
164,83968,0.998337,-4.89922,0.114731,-5.28898,-4.58354,-4.97521,-4.90533,-4.82382
165,84480,0.998327,-4.89177,0.115764,-5.32662,-4.4696,-4.96566,-4.89964,-4.82235
166,84992,0.998317,-4.88607,0.120191,-5.23628,-4.49841,-4.96272,-4.89456,-4.81612
167,85504,0.998307,-4.88948,0.113763,-5.31146,-4.47803,-4.9651,-4.89691,-4.81607
168,86016,0.998297,-4.89607,0.113381,-5.31685,-4.51301,-4.97347,-4.89823,-4.82999
169,86528,0.998287,-4.88756,0.120075,-5.30342,-4.40755,-4.95764,-4.89722,-4.81129
170,87040,0.998277,-4.89347,0.120929,-5.24799,-4.4755,-4.97727,-4.89104,-4.8126
171,87552,0.998266,-4.88011,0.114713,-5.23077,-4.50461,-4.95824,-4.87948,-4.80799
172,88064,0.998256,-4.89201,0.116145,-5.35348,-4.47908,-4.96035,-4.88871,-4.82413
173,88576,0.998246,-4.8986,0.115028,-5.36118,-4.54621,-4.96565,-4.89798,-4.83271
174,89088,0.998236,-4.89001,0.118392,-5.2429,-4.38008,-4.96329,-4.90464,-4.8213
175,89600,0.998226,-4.88728,0.119392,-5.38767,-4.45139,-4.96774,-4.89262,-4.81411
176,90112,0.998216,-4.89237,0.118014,-5.4099,-4.4776,-4.9706,-4.89575,-4.82176
177,90624,0.998206,-4.89283,0.117304,-5.21251,-4.50794,-4.97152,-4.89678,-4.82518
178,91136,0.998196,-4.88764,0.118519,-5.3086,-4.55883,-4.96502,-4.89402,-4.81046
179,91648,0.998185,-4.88861,0.112735,-5.26353,-4.52629,-4.96101,-4.89049,-4.81612
180,92160,0.998175,-4.88347,0.119445,-5.17978,-4.47314,-4.96333,-4.8898,-4.81072
181,92672,0.998165,-4.88634,0.117189,-5.1681,-4.50084,-4.96586,-4.89036,-4.81036
182,93184,0.998155,-4.89826,0.116137,-5.23182,-4.41462,-4.97362,-4.90007,-4.82744
183,93696,0.998145,-4.89604,0.116891,-5.36153,-4.44212,-4.97321,-4.90249,-4.82798
184,94208,0.998135,-4.88189,0.114166,-5.24981,-4.5391,-4.96645,-4.88894,-4.80527
185,94720,0.998125,-4.89172,0.111725,-5.21391,-4.46855,-4.96424,-4.89629,-4.82175
186,95232,0.998114,-4.8882,0.122059,-5.34148,-4.41632,-4.9679,-4.89295,-4.81225
187,95744,0.998104,-4.8938,0.112656,-5.28266,-4.52665,-4.96622,-4.89509,-4.81927
188,96256,0.998094,-4.89456,0.12157,-5.29731,-4.50652,-4.97722,-4.89994,-4.82077
189,96768,0.998084,-4.8812,0.114582,-5.18038,-4.53283,-4.96112,-4.88316,-4.80098
190,97280,0.998074,-4.89729,0.116752,-5.26801,-4.35543,-4.96985,-4.90232,-4.82748
191,97792,0.998064,-4.89132,0.119568,-5.49172,-4.4845,-4.96434,-4.8904,-4.81721
192,98304,0.998054,-4.88656,0.126162,-5.38172,-4.36133,-4.96884,-4.88759,-4.80733
193,98816,0.998043,-4.88803,0.119915,-5.26565,-4.48087,-4.96588,-4.8838,-4.81079
194,99328,0.998033,-4.88027,0.114447,-5.18987,-4.52527,-4.96198,-4.88757,-4.80403
195,99840,0.998023,-4.89026,0.115866,-5.44094,-4.52234,-4.96294,-4.8928,-4.81184
196,100352,0.998013,-4.88991,0.119498,-5.31015,-4.52473,-4.97741,-4.89591,-4.817
197,100864,0.998003,-4.89549,0.123441,-5.38625,-4.54945,-4.97189,-4.90349,-4.81782
198,101376,0.997993,-4.89907,0.10973,-5.27782,-4.5777,-4.9718,-4.898,-4.8284
199,101888,0.997983,-4.89533,0.116991,-5.34127,-4.50889,-4.96302,-4.90096,-4.82548
200,102400,0.997972,-4.8905,0.12082,-5.21064,-4.40791,-4.97259,-4.88812,-4.81191
201,102912,0.997962,-4.88572,0.118807,-5.27778,-4.45203,-4.96327,-4.89515,-4.81141
202,103424,0.997952,-4.89259,0.119036,-5.40539,-4.40908,-4.96486,-4.8979,-4.82208
203,103936,0.997942,-4.88592,0.119096,-5.22968,-4.54444,-4.96199,-4.89426,-4.80847
204,104448,0.997932,-4.88844,0.123663,-5.37546,-4.42657,-4.96646,-4.88711,-4.80808
205,104960,0.997922,-4.89108,0.1172,-5.38983,-4.47993,-4.96652,-4.89348,-4.81845
206,105472,0.997912,-4.89102,0.118238,-5.27742,-4.41963,-4.96864,-4.89829,-4.82356
207,105984,0.997902,-4.89182,0.118648,-5.21803,-4.42706,-4.9753,-4.89672,-4.81452
208,106496,0.997891,-4.89844,0.113944,-5.28357,-4.46654,-4.96812,-4.90149,-4.83081
209,107008,0.997881,-4.89853,0.118246,-5.34127,-4.41656,-4.96766,-4.90392,-4.82774
210,107520,0.997871,-4.8946,0.111152,-5.24267,-4.4087,-4.96283,-4.89637,-4.82992
211,108032,0.997861,-4.89076,0.113458,-5.30278,-4.48409,-4.96871,-4.89213,-4.8176
212,108544,0.997851,-4.89031,0.120817,-5.26252,-4.43438,-4.97693,-4.90033,-4.8113
213,109056,0.997841,-4.89685,0.116193,-5.23748,-4.49605,-4.96465,-4.90486,-4.82881
214,109568,0.997831,-4.8919,0.117489,-5.23626,-4.51422,-4.97005,-4.89548,-4.81284
215,110080,0.99782,-4.89428,0.119253,-5.21079,-4.50967,-4.97331,-4.90298,-4.82448
216,110592,0.99781,-4.88047,0.118637,-5.28167,-4.4962,-4.9576,-4.88433,-4.80884
217,111104,0.9978,-4.89713,0.119302,-5.24855,-4.40222,-4.96902,-4.90398,-4.82006
218,111616,0.99779,-4.89864,0.121238,-5.28022,-4.3638,-4.97401,-4.89786,-4.81799
219,112128,0.99778,-4.89174,0.119057,-5.2674,-4.48203,-4.97035,-4.89137,-4.8182
220,112640,0.99777,-4.8985,0.117534,-5.44802,-4.51747,-4.97271,-4.90159,-4.82504
221,113152,0.99776,-4.89701,0.115325,-5.28194,-4.50573,-4.97755,-4.89663,-4.8318
222,113664,0.997749,-4.88757,0.113709,-5.32306,-4.52387,-4.9556,-4.8907,-4.81642
223,114176,0.997739,-4.89303,0.118644,-5.50397,-4.42812,-4.96751,-4.89265,-4.8167
224,114688,0.997729,-4.89732,0.113381,-5.35269,-4.43694,-4.97423,-4.89348,-4.82082
225,115200,0.997719,-4.89591,0.123845,-5.26618,-4.37528,-4.97743,-4.90005,-4.81373
226,115712,0.997709,-4.88988,0.123883,-5.30593,-4.35308,-4.9674,-4.89926,-4.81964
227,116224,0.997699,-4.88402,0.11852,-5.39683,-4.53917,-4.95249,-4.89364,-4.80771
228,116736,0.997689,-4.88954,0.111204,-5.23751,-4.49054,-4.96833,-4.89469,-4.82471
229,117248,0.997678,-4.89061,0.117229,-5.32296,-4.26923,-4.96405,-4.89073,-4.81575
230,117760,0.997668,-4.89671,0.115402,-5.3162,-4.45685,-4.96503,-4.89914,-4.82195
231,118272,0.997658,-4.89975,0.113295,-5.25092,-4.54085,-4.97501,-4.90229,-4.82917
232,118784,0.997648,-4.89971,0.119496,-5.35287,-4.53984,-4.97804,-4.90242,-4.82646
233,119296,0.997638,-4.88719,0.121584,-5.38034,-4.42812,-4.96961,-4.89366,-4.81267
234,119808,0.997628,-4.88848,0.113814,-5.19902,-4.45372,-4.96,-4.89757,-4.8234
235,120320,0.997618,-4.88432,0.121344,-5.27674,-4.42246,-4.96111,-4.88676,-4.81635
236,120832,0.997608,-4.89436,0.120921,-5.30535,-4.38542,-4.97439,-4.90099,-4.81766
237,121344,0.997597,-4.89525,0.110411,-5.22422,-4.50396,-4.9671,-4.89865,-4.82755
238,121856,0.997587,-4.88078,0.118284,-5.21799,-4.5317,-4.9611,-4.88545,-4.80339
239,122368,0.997577,-4.8972,0.108843,-5.15568,-4.47085,-4.97222,-4.90357,-4.83285
240,122880,0.997567,-4.89475,0.112857,-5.28919,-4.56649,-4.96586,-4.89279,-4.82356
241,123392,0.997557,-4.88996,0.116049,-5.2851,-4.52869,-4.96683,-4.89471,-4.8185
242,123904,0.997547,-4.88812,0.116767,-5.26695,-4.5159,-4.96428,-4.88834,-4.81007
243,124416,0.997537,-4.88238,0.112117,-5.2381,-4.4783,-4.95562,-4.88212,-4.80686
244,124928,0.997526,-4.87767,0.119697,-5.38042,-4.44808,-4.94904,-4.88504,-4.80989
245,125440,0.997516,-4.88222,0.122826,-5.22933,-4.4864,-4.9621,-4.8856,-4.80469
246,125952,0.997506,-4.89543,0.116807,-5.3022,-4.46596,-4.96679,-4.90144,-4.82909
247,126464,0.997496,-4.88946,0.117207,-5.24115,-4.46276,-4.9692,-4.89254,-4.81849
248,126976,0.997486,-4.88933,0.117623,-5.26336,-4.53826,-4.96395,-4.89453,-4.82262
249,127488,0.997476,-4.88177,0.115142,-5.23779,-4.52486,-4.95789,-4.88112,-4.80762
250,128000,0.997466,-4.8815,0.121977,-5.40586,-4.464,-4.96064,-4.88476,-4.81412
251,128512,0.997455,-4.89577,0.127076,-5.3095,-4.36691,-4.97656,-4.9064,-4.81788
252,129024,0.997445,-4.88757,0.111807,-5.33722,-4.53467,-4.96373,-4.89306,-4.81486
253,129536,0.997435,-4.88822,0.121678,-5.35348,-4.36483,-4.96541,-4.88947,-4.81786
254,130048,0.997425,-4.89668,0.112854,-5.21664,-4.48563,-4.97151,-4.90749,-4.82548
255,130560,0.997415,-4.89268,0.117996,-5.24359,-4.50681,-4.97209,-4.90405,-4.81973
256,131072,0.997405,-4.89389,0.116913,-5.29792,-4.29198,-4.96959,-4.89723,-4.81281
257,131584,0.997395,-4.89291,0.116036,-5.29731,-4.46881,-4.97304,-4.89856,-4.8125
258,132096,0.997384,-4.89352,0.127453,-5.29731,-4.49402,-4.9782,-4.8923,-4.80906
259,132608,0.997374,-4.89668,0.112611,-5.3022,-4.46333,-4.96785,-4.89614,-4.82694
260,133120,0.997364,-4.89115,0.121851,-5.26048,-4.28401,-4.97178,-4.89343,-4.81674
261,133632,0.997354,-4.88941,0.12134,-5.38529,-4.46915,-4.96262,-4.89695,-4.81319
262,134144,0.997344,-4.88053,0.123123,-5.28266,-4.39511,-4.96401,-4.88639,-4.81344
263,134656,0.997334,-4.894,0.121097,-5.21463,-4.45913,-4.97354,-4.89222,-4.81358
264,135168,0.997324,-4.89856,0.121549,-5.29915,-4.36363,-4.97483,-4.90489,-4.82032
265,135680,0.997314,-4.89172,0.121308,-5.19708,-4.41178,-4.97684,-4.89171,-4.81552
266,136192,0.997303,-4.88572,0.109855,-5.24266,-4.51866,-4.95634,-4.89589,-4.81779
267,136704,0.997293,-4.88962,0.123398,-5.30952,-4.41532,-4.96617,-4.88686,-4.81313
268,137216,0.997283,-4.88676,0.113469,-5.22996,-4.49435,-4.95718,-4.88621,-4.81874
269,137728,0.997273,-4.88875,0.113961,-5.40055,-4.42804,-4.96187,-4.88869,-4.82892
270,138240,0.997263,-4.88486,0.117784,-5.3054,-4.4102,-4.96284,-4.89264,-4.80961
271,138752,0.997253,-4.88506,0.124567,-5.28837,-4.53531,-4.97173,-4.88849,-4.8002
272,139264,0.997243,-4.90417,0.115397,-5.34987,-4.48668,-4.98151,-4.90922,-4.82599
